sample_HFS166	sample_HFS167	sample_HFS168	sample_HFS169	sample_HFS170	sample_HFS207	sample_HFS208	sample_HFS209	sample_HFS210	sample_HFS223	sample_HFS224	sample_HFS225	sample_HFS226	sample_HFS227	sample_HFS268	sample_HFS269	sample_HFS270	sample_HFS271	sample_HFS272	sample_HFS318	sample_HFS319	sample_HFS320	sample_HFS321	sample_HFS322
LOC129406013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372894	0.106952	0	0	0	0
LOC129406016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514668	0	0	0	0	0	0
LOC129406019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127872	0	0	0
LOC129406025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494274	0	0	0	0	0	0	0	0	0
LOC129406027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406030	0.403631	0.0925443	0.228775	0.411854	0.194908	0.191387	0.191842	0.925952	0.268696	0.107863	0.11607	0.182603	0.314864	0.237137	1.35488	0.336284	0.269901	0.17614	0.482813	0.486226	0.172399	0.345604	1.57072	0.391209
LOC129406031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.866217	0	0	0	0
LOC129406064	20.6525	18.5959	22.4277	19.7966	22.4028	13.6589	14.3379	21.7643	18.1629	14.2415	13.7333	10.8073	13.7419	13.2305	14.321	14.5114	23.5727	21.665	13.4528	23.2812	24.2604	11.1053	19.7296	12.1442
LOC129406065	0.972707	0.80679	1.15005	0.13594	0.304842	0	0.137681	0	0.155225	1.12444	0.223682	0.327515	1.03282	1.51434	0.682395	2.13883	0.881373	0.362449	0	0.412565	2.35849	0	0.428227	0.132293
LOC129406066	1.81533	0.919748	1.7476	3.16109	2.42184	0.980981	1.02156	1.30144	0.627176	1.7644	1.82241	1.00813	1.0451	2.13374	0.759402	2.35338	1.69222	3.48749	1.41283	1.77607	1.71448	0.490326	2.19664	2.64296
LOC129406068	0.792298	1.64481	2.23625	2.23669	1.51023	1.27121	1.16615	0.528278	0.576758	4.14058	2.7288	2.22864	0.402193	1.70094	1.41612	1.56308	3.58391	2.94263	2.48755	1.6967	1.25679	0.884994	2.30269	2.22279
LOC129406070	17.1398	10.133	5.97978	11.2024	8.38662	2.24528	4.72826	12.4116	8.20839	4.63175	2.67652	6.47417	4.34612	6.43682	14.9263	21.6889	12.6903	7.48951	16.5818	5.8989	28.0422	17.069	34.7202	19.0512
LOC129406072	0.120522	0.104768	0.166741	0	0.0591992	0.112451	0	0.226344	0.196139	0	0.141128	0.0740416	0.229614	0.0721044	0.27783	2.14977	0	0.4281	0.42687	0.0455201	0.209636	0.174806	0.311527	0.345488
LOC129406073	0	0	0	0	0	0	0	0.174294	0	0.199695	0	0	0.471738	0	0.514173	0	0.162698	0	0	0	0	0	0.215128	0
LOC129406074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406076	0.707534	0.627322	0.655338	0	1.39675	0	1.29611	0	0	0.875952	0.808951	0	1.79325	2.53267	0	0.65418	0	0	0.774295	1.10217	0	0	2.1774	0
LOC129406077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406078	0.374806	0.0964793	0.204932	0.155621	0.21849	0.104659	0	0.0879002	0.050704	0	0.109532	0.310108	0.0935506	0	0.0674319	0.0674511	0.0424892	0.0831207	0.0667399	0.166438	0.0406708	0	0.150227	0.0894494
LOC129406079	0	0	0	0	0	0	0.191603	0	0	0	0	0.467807	0.526205	0	0	0	0	0.551242	0.268785	0	0	0.199577	0	0.197055
LOC129406081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406092	0	0	0	0	0	0.0753289	0	0	0.0437913	0	0.0946326	0	0	0	0	0	0	0.0359187	0.0715813	0.0914074	0.0702732	0	0	0.154621
LOC129406093	0	0.210839	0.445032	0.500172	0	0.113499	0	0.340497	0	0.129414	0.142013	0.149397	0.307389	0.145361	0.557546	0	0.107487	0.214727	0.536411	0.184227	0.211061	0.35042	0.250623	0
LOC129406095	2.43625	0	0	0	0	0	0	0	0	0	0.924512	0	0	0	1.49966	0	0	0	0	0	1.40282	0.771613	1.66146	0
LOC129406096	0	0	0	0	0	0	0	0	0	0.390222	0	0	0.467438	0	0	0	0	0	0	0	0	0	0.378224	0
LOC129406097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406100	0	0.103875	0.051585	0.115582	0.0544947	0.0772502	0.0643128	0.0813673	0.0456318	0.0146327	0	0.0271032	0.0536596	0.0505316	0.0403184	0.0254288	0.127206	0.036922	0.0495002	0.0417141	0.0376759	0.0958144	0.0286171	0.103349
LOC129406101	0.160918	4.79772	4.36876	3.97224	6.77574	2.02452	1.38463	2.10643	2.63517	2.92624	3.01658	1.7863	1.427	1.2568	0.887031	1.4658	0.564177	0.995558	1.42245	2.21039	2.10451	0	1.4969	1.22376
LOC129406103	0	0	0	0	0	0	0	0	0	0.390222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406104	0	0.101492	0.283667	0	0	0.113072	0	0	0	0	0.141483	0.23624	0	0.289633	0	0	0.107101	0.170172	0.413169	0.0917659	0.101594	0.116374	0.249689	0
LOC129406105	0.320245	2.79347	2.08153	2.26942	2.8577	2.30161	2.51354	2.48573	4.05634	2.68784	1.27001	1.14607	1.37349	1.20551	0.97823	0.583499	0.407859	0.566099	0.958578	2.09729	2.039129	0	0.796886	0.708609
LOC129406106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406108	0.210988	0	0.19308	0.433276	0	0	0.389648	0	0.231241	0	0	0	0	1.01369	0	0	0	0.186733	0	0	0.552318	0.202849	0	0
LOC129406109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406111	0.0405114	0.2465	0	0.140086	0.0265002	0.15039	0.108417	0	0.0878023	0.0859213	0.237174	0.0994615	0.0514874	0	0.497017	0.296712	0.110637	0.261256	0.1863106	0.152728	0.1408981	0.313757	0.293242	0.271262
LOC129406112	18.2595	42.7187	42.6815	59.1862	59.0058	34.5353	18.5496	30.0691	15.123	31.837	93.9076	36.664	42.6647	50.6177	10.4496	56.5083	41.078	53.4297	12.0012	25.5804	28.7619	10.0115	23.8527	28.7212
LOC129406113	3552.26	40974	11222.6	16115.6	10241.1	27470.3	25206.1	9475.81	6649.34	2534.55	102.697	2280.32	27.8336	24.9427	19.3541	54.1226	5.03368	8.93083	135.888	3171.12	311.019	390.437	133.817	50.0914
LOC129406114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167269
LOC129406115	0	0.369011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170609	0	0.213686	0	0
LOC129406117	0	0.0358116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406118	1.02414	1.08485	2.07394	2.04231	1.19006	0.773486	0.626539	1.23817	0	1.5321	3.36473	0.843578	2.31559	0.712967	2.71591	1.56261	2.07115	3.0695	2.0108	1.54936	1.5122	2.20019	2.88776	1.27416
LOC129406119	0	5.07862	3.60059	3.34375	4.60387	2.58996	2.24592	2.57922	3.73592	1.29209	1.62709	0.630694	1.72541	2.22664	1.40853	0.938544	1.08647	0.912366	1.20332	1.75322	1.9479	0	1.12441	0.647525
LOC129406120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906138	0
LOC129406121	0	0	0.35842	0	0	0	0	0	0	0	0	0	0	0	0.360411	0	0	0	0	0	0	0	0	0.369989
LOC129406122	0.358753	0.623765	1.23773	0.742279	0.439618	0.921935	0.247488	1.26135	1.46215	0.190968	0.630198	0.99312	0.796622	1.07414	0.74335	0.737407	1.3656	0.4772	1.19079	1.08695	1.24847	1.47163	0.741691	1.02675
LOC129406124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406125	0.709395	0.343617	0.511777	0.689099	0.616912	0.239795	0.234166	0.3150413	0.254141	0.331455	0.885889	0.647933	0.430172	0.213121	0.606346	0.215171	0.143506	0.2482467	0.334927	0.574287	0.27878	0.249777	0.0207298	0.32278
LOC129406126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406127	0	0	0	0	0	0	0	0	0	0	0	1.77697	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406128	3.52381	1.59874	2.80547	3.78097	5.83609	3.16113	4.36777	2.86437	3.51081	3.93173	1.25599	3.02253	2.91115	2.20464	4.3635	3.21124	1.88335	5.4152	2.57398	3.62125	5.07325	2.06241	2.05808	0.582634
LOC129406129	0.403545	1.63735	0.369866	0.554143	1.18304	2.39402	0.865648	0.37748	0.879518	2.0121	0.315105	3.64845	0.852151	2.09724	1.35998	1.83966	0.712389	2.38063	1.66595	2.14861	1.75637	1.29477	1.66805	1.02412
LOC129406135	0	3.22637	0	0	0	0	3.37935	13.8035	4.01137	0	0	0	0	0	0	0	13.6731	0	0	2.80358	6.27836	0	23.2429	0
LOC129406136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90459e-06	0	0	0	0
LOC129406138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67887	0	0	0	0	0	0	0
LOC129406144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406158	0	11.4861	0	0	0	0	10.4662	6.53963	0	0	0	6.2775	0	0	0	3.28343	0	8.09112	0	0	0	0	4.84101	4.66819
LOC129406159	3.59704	20.1007	0	8.0323	7.40032	24.8104	6.97746	13.0793	0	30.0276	15.8173	0	0	29.6937	7.50065	6.56686	9.80829	4.04556	2.70819	5.69626	3.79163	4.73924	0	14.0046
LOC129406160	0	0	0	0	0	0	0	0	20.1362	0	0	0	0	6.45736	10.094	0	0	0	4.24766	0	0	0	0	0
LOC129406161	0.505012	0.580708	1.62248	1.26815	0.326971	0	0.973208	0	0.574165	1.66564	1.57924	0	0.973825	1.81856	0	0	0	1.1755	0.766656	1.40294	4.81983e-05	1.20531	2.99698	5.90852e-06
LOC129406162	0.505012	0.580708	1.62248	1.26815	0.326971	1.06367	0.973208	0.718768	0.574165	1.66564	1.57924	0	0.973825	1.81856	0	0	2.55602	1.1755	0.766656	1.40294	4.81983e-05	1.20531	2.99698	5.90852e-06
LOC129406163	0.505012	0.580708	1.62248	1.26815	0.326971	1.06367	0.973208	0.718768	0.574165	1.66564	1.57924	0	0.973825	1.81856	0	0	2.55602	1.1755	0.766656	1.40294	4.81983e-05	1.20531	2.99698	5.90852e-06
LOC129406164	0.505012	0.580708	1.62248	1.26815	0.326971	1.06367	0.973208	0.718768	0.574165	1.66564	1.57924	0	0.973825	1.81856	0	0	2.55602	1.1755	0.766656	1.40294	4.81983e-05	1.20531	2.99698	5.90852e-06
LOC129406165	0.505012	0.580708	1.62248	1.26815	0.326971	1.06367	0.973208	0.718768	0.574165	1.66564	1.57924	0	0.973825	1.81856	0	0	2.55602	1.1755	0.766656	1.40294	4.81983e-05	1.20531	2.99698	5.90852e-06
LOC129406166	0.505012	0.580708	1.62248	1.26815	0.326971	0	0.973208	0	0.574165	1.66564	1.57924	0	0.973825	1.81856	26.4894	12.0343	0	1.1755	0.766656	1.40294	4.81983e-05	1.20531	2.99698	5.90852e-06
LOC129406167	0.505012	0.580708	1.62248	1.26815	20.5992	0	0.973208	0	0.574165	1.66564	1.57924	103.482	0.973825	1.81856	0	0	0	1.1755	0.766656	0	4.81983e-05	1.20531	2.99698	5.90852e-06
LOC129406168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406174	0	0	0	0	0	0	0	0	1.83186	0	2.38643	4.92772	0	0	0	0	2.62978	0	0	0	0	0	0	0
LOC129406175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406185	0	0	0	0	0.643724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1567
LOC129406205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.45562	0	0	0
LOC129406212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406213	0	0	0	0	0	8.80619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4299	0	0	0
LOC129406214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406218	0	0	0	0	4.98309	0	0	0	0	0	6.51502	0	0	0	5.22164	4.20857	0	9.37595	0	0	0	0	0	0
LOC129406220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406226	4.93514	0	0	15.9665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406228	1.81573	0	5.16148	1.89255	9.1809	0	0	0	0	0	0	0	0	4.30292	3.33475	0	6.59661	0	0	0	1.51304	3.35315	0	0
LOC129406229	8.12391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1699	0	0	0	0	0
LOC129406230	0	0	3.31266	0	11.0604	0	0	0	0	0	0	0	0	0	0	0	0	3.76195	0	12.9241	0	0	0	16.1718
LOC129406232	7.20352	0	10.0445	27.232	6.53572	15.6248	7.97501	0	7.5832	6.98954	0	5.38759	0	5.58452	3.60034	0	22.6164	6.97204	2.77037	10.8583	2.80059	0	0	7.72045
LOC129406233	10.2899	5.63315	9.42045	8.2338	0	17.3503	0	0	3.397	7.03693	9.54071	5.13978	0	24.7144	13.1152	0	3.69947	3.87103	10.2146	6.30798	5.23644	3.24905	0	3.91444
LOC129406234	0	0	0	0	0	7.21727	3.76974	0	0	0	0	0	0	0	20.4181	0	0	0	2.58472	0	0	0	0	0
LOC129406235	0	8.08107	18.7745	40.8067	48.6011	16.1464	14.8552	46.0152	11.2067	0	0	26.4192	17.9435	4.95552	21.1605	10.146	20.5637	3.53839	7.89613	11.9276	9.4034	13.2793	16.3278	3.72885
LOC129406236	0	0	0	0	0	0	0	3.43002	0	0	0	0	0	0	6.83072	3.18973	0	7.36729	0	0	5.49827	0	0	0
LOC129406237	0	0	3.22818	18.0548	0	3.74433	0	3.48259	3.6595	16.8988	20.1992	5.31317	0	5.46912	17.308	12.951	0	0	8.20194	15.7034	8.52496	0	13.4252	4.04972
LOC129406238	0	0	0	0	2.02178	9.28534	1.84596	0	0	0	0	0	0	0	0	0	0	1.7495	0	0	0	0	0	0
LOC129406239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4343	0	0	0	0
LOC129406241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406242	0	0	8.57835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406243	0	20.6051	18.6497	36.1672	14.7351	8.95886	13.9425	0	14.9141	5.30743	0	18.853	11.6558	0	4.62211	18.7586	9.57819	4.20671	12.594	11.0103	12.2991	9.23865	10.6228	14.4938
LOC129406244	0.11438	0.177159	0.218209	0.402216	0.262599	0	0.14036	0.107529	0.289178	0.169738	0.267853	0.0467984	0.290763	0.136765	0.393927	0.174547	0.138944	0.0688617	0.207876	0.303387	0.181326	0.226956	0.0805503	0.150932
LOC129406245	3.70619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406291	0	0	0	0	8.88889	0	0	0	18.452	0	0	0	0	0	8.07163	0	0	0	3.78993	3.33729	0	0	0	0
LOC129406292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC129406298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
